id,paqueteId,servicioId,servicioCategoriaId,cantidad,posicion,visible_cliente,status,createdAt,updatedAt
cm3xhiiqi014614nfbo45fjfw,cm3xhea0o010o14nfm0v8w9zv,cm3ruonyj000fnlfxt0ig45bb,cm3p0452q0005nk9slxs3ereu,1,5,1,active,1732566758490,1732566758490
cm3xhiiqj014814nfbipqnu96,cm3xhea0o010o14nfm0v8w9zv,cm3s147to001zwuf62izcazz8,cm3p05s6k0008nk9spkpqzxbq,1,6,1,active,1732566758492,1732566758492
cm3xhiiq3013s14nf39kkeiky,cm3xhea0o010o14nfm0v8w9zv,cm3s0efrt001bwuf606907y35,cm3p04vhy0007nk9sco2nqv89,40,8,1,active,1732566758475,1732566758475
cm3xhiipr013e14nfqfp6vpv4,cm3xhea0o010o14nfm0v8w9zv,cm3rud81x0007nlfx62otafdt,cm3p03mwx0003nk9ssu3ae7rq,1,6,1,active,1732566758464,1732566758464
cm3xhiipq013c14nfpkpkhbvh,cm3xhea0o010o14nfm0v8w9zv,cm3s0orqr001hwuf60lpersfi,cm3p068ht0009nk9s280trn2b,1,5,1,active,1732566758462,1732566758462
cm3xhoki301bg14nfp0bj7swb,cm3xhiovg014a14nfew84c4x5,cm3rxdfqo000bwuf68032sket,cm3p04vhy0007nk9sco2nqv89,5,1,1,active,1732567040715,1732567040715
cm3xhoki301bf14nfdgbc44h6,cm3xhiovg014a14nfew84c4x5,cm3s111ud001nwuf6fyys1mvp,cm3p05s6k0008nk9spkpqzxbq,5,1,1,active,1732567040715,1732567040715
cm3xhoki801bo14nf60yxdc6x,cm3xhiovg014a14nfew84c4x5,cm3s02uh9000xwuf6gfwkem3n,cm3p04vhy0007nk9sco2nqv89,5,2,1,active,1732567040720,1732567040720
cm3xhokia01bq14nf5ug6167n,cm3xhiovg014a14nfew84c4x5,cm3rzi1vc000rwuf692k524bi,cm3p05s6k0008nk9spkpqzxbq,1,3,1,active,1732567040722,1732567040722
cm3xhokib01bs14nf4vr519no,cm3xhiovg014a14nfew84c4x5,cm3s18wz50027wuf60yhstmhq,cm3p06vln000bnk9s6xdfltab,1,4,1,active,1732567040724,1732567040724
cm3xhokid01bu14nfuoisca4d,cm3xhiovg014a14nfew84c4x5,cm3s24qpy002hwuf6o1w0zj2a,cm3p06vln000bnk9s6xdfltab,1,3,1,active,1732567040725,1732567040725
cm3xhoki501bm14nfnsj6wiju,cm3xhiovg014a14nfew84c4x5,cm3s0gzjg001fwuf6mn6ik00h,cm3p068ht0009nk9s280trn2b,1,2,1,active,1732567040718,1732567040718
cm3xhokig01by14nf87jc73an,cm3xhiovg014a14nfew84c4x5,cm3s0orqr001hwuf60lpersfi,cm3p068ht0009nk9s280trn2b,1,5,1,active,1732567040729,1732567040729
cm3xhokii01c014nftz8z2z4g,cm3xhiovg014a14nfew84c4x5,cm3s0a1eg0019wuf6fkbym13q,cm3p04vhy0007nk9sco2nqv89,1,7,1,active,1732567040730,1732567040730
cm3xhokif01bw14nft5qqr9b3,cm3xhiovg014a14nfew84c4x5,cm3s031mw0011wuf6fep7bxsc,cm3p04vhy0007nk9sco2nqv89,5,4,1,active,1732567040727,1732567040727
cm3xhokij01c214nfom7abkm6,cm3xhiovg014a14nfew84c4x5,cm3s147to001zwuf62izcazz8,cm3p05s6k0008nk9spkpqzxbq,1,6,1,active,1732567040731,1732567040731
cm3xhokim01c614nfa43fzx1p,cm3xhiovg014a14nfew84c4x5,cm3s151cu0021wuf6jwjf7q5t,cm3p05s6k0008nk9spkpqzxbq,1,7,1,active,1732567040734,1732567040734
cm3xhokio01c814nfgfajk0fu,cm3xhiovg014a14nfew84c4x5,cm3s18c9s0025wuf6gntupn8v,cm3p06vln000bnk9s6xdfltab,1,1,1,active,1732567040736,1732567040736
cm3xhokil01c414nfqs59c313,cm3xhiovg014a14nfew84c4x5,cm3rzgk8v000jwuf6l5h826vk,cm3p04vhy0007nk9sco2nqv89,5,3,1,active,1732567040733,1732567040733
cm3xhokiq01cc14nf484d0x9r,cm3xhiovg014a14nfew84c4x5,cm3s118my001rwuf6hu5jif8t,cm3p05s6k0008nk9spkpqzxbq,5,2,1,active,1732567040739,1732567040739
cm3xhokip01ca14nf6gzkx2g7,cm3xhiovg014a14nfew84c4x5,cm3s23k6l002fwuf6w9360azj,cm3p06vln000bnk9s6xdfltab,1,2,1,active,1732567040737,1732567040737
cm3xhoki301bi14nff2z5jpte,cm3xhiovg014a14nfew84c4x5,cm3s0g2y0001dwuf6796tbpao,cm3p068ht0009nk9s280trn2b,1,1,1,active,1732567040716,1732567040716
cm3xhoki401bk14nfzbrirl9b,cm3xhiovg014a14nfew84c4x5,cm3rx8dw80005wuf670siax9d,cm3p0bqus000dnk9s7cggt1yt,1,2,1,active,1732567040716,1732567040716
cm3ximhkc01n214nf29iamo3s,cm3xil9gr01mo14nfo1paqqea,cm3us80k30001nh0m4miuu91f,cm3p03mwx0003nk9ssu3ae7rq,1,1,1,active,1732568623213,1732568623213
cm3ximhkc01n414nf3y5o3ts0,cm3xil9gr01mo14nfo1paqqea,cm3rueztl0009nlfxo9zfpiap,cm3p03mwx0003nk9ssu3ae7rq,5,7,1,active,1732568623213,1732568623213
cm3xj21af01oy14nfxd0b4jtf,cm3xhl7xb018414nfopnaqyfk,cm3s18c9s0025wuf6gntupn8v,cm3p06vln000bnk9s6xdfltab,1,1,1,active,1732569348615,1732569348615
cm3xj21bf01p614nf593z4ub5,cm3xhl7xb018414nfopnaqyfk,cm3rzi1vc000rwuf692k524bi,cm3p05s6k0008nk9spkpqzxbq,1,3,1,active,1732569348651,1732569348651
cm3xj21bg01p814nf9sga46n5,cm3xhl7xb018414nfopnaqyfk,cm3s18wz50027wuf60yhstmhq,cm3p06vln000bnk9s6xdfltab,1,4,1,active,1732569348653,1732569348653
cm3xj21bm01pa14nf8t9mfdcq,cm3xhl7xb018414nfopnaqyfk,cm3s24qpy002hwuf6o1w0zj2a,cm3p06vln000bnk9s6xdfltab,1,3,1,active,1732569348658,1732569348658
cm3xj21bs01pc14nfz3mnjqqv,cm3xhl7xb018414nfopnaqyfk,cm3s147to001zwuf62izcazz8,cm3p05s6k0008nk9spkpqzxbq,1,6,1,active,1732569348665,1732569348665
cm3xj21bu01pe14nf4mlsii06,cm3xhl7xb018414nfopnaqyfk,cm3s0a1eg0019wuf6fkbym13q,cm3p04vhy0007nk9sco2nqv89,1,7,1,active,1732569348666,1732569348666
cm3xj21bv01pg14nf3dte1gtc,cm3xhl7xb018414nfopnaqyfk,cm3s23k6l002fwuf6w9360azj,cm3p06vln000bnk9s6xdfltab,1,2,1,active,1732569348668,1732569348668
cm3xj21ag01p114nfphxlpp9v,cm3xhl7xb018414nfopnaqyfk,cm3rx8dw80005wuf670siax9d,cm3p0bqus000dnk9s7cggt1yt,1,2,1,active,1732569348616,1732569348616
cm3xj21ag01p414nfvx378gox,cm3xhl7xb018414nfopnaqyfk,cm3s02uh9000xwuf6gfwkem3n,cm3p04vhy0007nk9sco2nqv89,5,2,1,active,1732569348617,1732569348617
cm3xj21ag01p214nfk9wwozls,cm3xhl7xb018414nfopnaqyfk,cm3rxdfqo000bwuf68032sket,cm3p04vhy0007nk9sco2nqv89,5,1,1,active,1732569348616,1732569348616
cm3xjdpxk01xz14nfm54kqqt0,cm3xd5qxa000114nfl3kjqfjn,cm3s111ud001nwuf6fyys1mvp,cm3p05s6k0008nk9spkpqzxbq,6,1,1,active,1732569893769,1732569893769
cm3xjdpxk01y014nfcmjuumkk,cm3xd5qxa000114nfl3kjqfjn,cm3s18c9s0025wuf6gntupn8v,cm3p06vln000bnk9s6xdfltab,1,1,1,active,1732569893769,1732569893769
cm3xjdpxm01y614nf1mw4r4jk,cm3xd5qxa000114nfl3kjqfjn,cm3s23k6l002fwuf6w9360azj,cm3p06vln000bnk9s6xdfltab,1,2,1,active,1732569893770,1732569893770
cm3xjdpxp01ya14nf7b45h1rx,cm3xd5qxa000114nfl3kjqfjn,cm3rubnce0003nlfxy17wcxsd,cm3p03mwx0003nk9ssu3ae7rq,1,5,1,active,1732569893773,1732569893773
cm3xjdpxr01yc14nfoawyv837,cm3xd5qxa000114nfl3kjqfjn,cm3rzi1vc000rwuf692k524bi,cm3p05s6k0008nk9spkpqzxbq,1,3,1,active,1732569893775,1732569893775
cm3xjdpxs01ye14nfwqh1c4yd,cm3xd5qxa000114nfl3kjqfjn,cm3s147to001zwuf62izcazz8,cm3p05s6k0008nk9spkpqzxbq,1,6,1,active,1732569893777,1732569893777
cm3xjdpxu01yg14nfkcvgoovn,cm3xd5qxa000114nfl3kjqfjn,cm3s02uh9000xwuf6gfwkem3n,cm3p04vhy0007nk9sco2nqv89,6,2,1,active,1732569893778,1732569893778
cm3xjdpxw01yi14nfsfbxorye,cm3xd5qxa000114nfl3kjqfjn,cm3s151cu0021wuf6jwjf7q5t,cm3p05s6k0008nk9spkpqzxbq,1,7,1,active,1732569893780,1732569893780
cm3xjdpxy01yk14nfdg416zi0,cm3xd5qxa000114nfl3kjqfjn,cm3s18wz50027wuf60yhstmhq,cm3p06vln000bnk9s6xdfltab,1,4,1,active,1732569893782,1732569893782
cm3xjdpy001ym14nftpsq9neh,cm3xd5qxa000114nfl3kjqfjn,cm3rui931000bnlfxmwmrsa03,cm3p0407x0004nk9sl32143wb,1,1,1,active,1732569893784,1732569893784
cm3xjdpy101yo14nfblqvrmmx,cm3xd5qxa000114nfl3kjqfjn,cm3rueztl0009nlfxo9zfpiap,cm3p03mwx0003nk9ssu3ae7rq,15,7,1,active,1732569893786,1732569893786
cm3xjdpxl01y414nfyxbd7u3a,cm3xd5qxa000114nfl3kjqfjn,cm3s24qpy002hwuf6o1w0zj2a,cm3p06vln000bnk9s6xdfltab,1,3,1,active,1732569893769,1732569893769
cm3xjdpy401yq14nfrllkli3v,cm3xd5qxa000114nfl3kjqfjn,cm3s0a1eg0019wuf6fkbym13q,cm3p04vhy0007nk9sco2nqv89,1,7,1,active,1732569893788,1732569893788
cm3xjdpy601yu14nff8gguc2o,cm3xd5qxa000114nfl3kjqfjn,cm3s1a4ul0029wuf6c2ewk6gg,cm3p03mwx0003nk9ssu3ae7rq,1,8,0,active,1732569893791,1732569893791
cm3xjdpy801yw14nfr6kbf941,cm3xd5qxa000114nfl3kjqfjn,cm3rxdfqo000bwuf68032sket,cm3p04vhy0007nk9sco2nqv89,6,1,1,active,1732569893792,1732569893792
cm3xjdpya01yy14nf3xdmqh7u,cm3xd5qxa000114nfl3kjqfjn,cm3rx8dw80005wuf670siax9d,cm3p0bqus000dnk9s7cggt1yt,1,2,1,active,1732569893794,1732569893794
cm3xjdpyc01z014nfop8gugd2,cm3xd5qxa000114nfl3kjqfjn,cm3rud81x0007nlfx62otafdt,cm3p03mwx0003nk9ssu3ae7rq,1,6,1,active,1732569893796,1732569893796
cm3xjdpy501ys14nfiw79ms9c,cm3xd5qxa000114nfl3kjqfjn,cm3rx6sn00003wuf6kt6019hn,cm3p0bqus000dnk9s7cggt1yt,1,1,1,active,1732569893790,1732569893790
cm3xjdpxk01y214nfvf3igont,cm3xd5qxa000114nfl3kjqfjn,cm3rnwxk00007sl8zp95a1l87,cm3p03mwx0003nk9ssu3ae7rq,1,2,1,active,1732569893769,1732569893769
cm3xjdpxo01y814nfkztque4v,cm3xd5qxa000114nfl3kjqfjn,cm3ruaq0o0001nlfx5dq13hqg,cm3p03mwx0003nk9ssu3ae7rq,1,3,1,active,1732569893772,1732569893772
cm3xjessj020s14nf9jtcpfk3,cm3usnfeo0003nh0mufexcq0z,cm3s111ud001nwuf6fyys1mvp,cm3p05s6k0008nk9spkpqzxbq,8,1,1,active,1732569944131,1732569944131
cm3xjessk020u14nfkntvplff,cm3usnfeo0003nh0mufexcq0z,cm3rui931000bnlfxmwmrsa03,cm3p0407x0004nk9sl32143wb,1,1,1,active,1732569944132,1732569944132
cm3xjessm020y14nfrk2n4fd7,cm3usnfeo0003nh0mufexcq0z,cm3s0gzjg001fwuf6mn6ik00h,cm3p068ht0009nk9s280trn2b,1,2,1,active,1732569944134,1732569944134
cm3xjessp021214nfu55o20vh,cm3usnfeo0003nh0mufexcq0z,cm3s0qyrd001jwuf6mnli4xki,cm3p068ht0009nk9s280trn2b,1,3,1,active,1732569944137,1732569944137
cm3xjessj020r14nfdh4mfbsn,cm3usnfeo0003nh0mufexcq0z,cm3ruqfcd000hnlfx7j3v8gfq,cm3p04lcz0006nk9swv8k2z0u,1,1,1,active,1732569944131,1732569944131
cm3xjessr021414nfsz221shc,cm3usnfeo0003nh0mufexcq0z,cm3s24qpy002hwuf6o1w0zj2a,cm3p06vln000bnk9s6xdfltab,1,3,1,active,1732569944139,1732569944139
cm3xjesss021614nf2t2ahfuj,cm3usnfeo0003nh0mufexcq0z,cm3s18wz50027wuf60yhstmhq,cm3p06vln000bnk9s6xdfltab,1,4,1,active,1732569944141,1732569944141
cm3xjessv021814nfufh1k3lq,cm3usnfeo0003nh0mufexcq0z,cm3rzi1vc000rwuf692k524bi,cm3p05s6k0008nk9spkpqzxbq,1,3,1,active,1732569944144,1732569944144
cm3xjessl020w14nf80osd30r,cm3usnfeo0003nh0mufexcq0z,cm3rxdfqo000bwuf68032sket,cm3p04vhy0007nk9sco2nqv89,8,1,1,active,1732569944134,1732569944134
cm3xjessv021a14nf3dlaxid4,cm3usnfeo0003nh0mufexcq0z,cm3ruonyj000fnlfxt0ig45bb,cm3p0452q0005nk9slxs3ereu,1,5,1,active,1732569944144,1732569944144
cm3xjest1021g14nf8iluqlgz,cm3usnfeo0003nh0mufexcq0z,cm3s134cu001vwuf66pveiszi,cm3p05s6k0008nk9spkpqzxbq,1,4,1,active,1732569944149,1732569944149
cm3xjest2021i14nfz7hns538,cm3usnfeo0003nh0mufexcq0z,cm3s151cu0021wuf6jwjf7q5t,cm3p05s6k0008nk9spkpqzxbq,1,7,1,active,1732569944151,1732569944151
cm3xjest4021k14nfgwqvyva6,cm3usnfeo0003nh0mufexcq0z,cm3rubnce0003nlfxy17wcxsd,cm3p03mwx0003nk9ssu3ae7rq,1,5,1,active,1732569944152,1732569944152
cm3xjest5021m14nfkb036lbt,cm3usnfeo0003nh0mufexcq0z,cm3s0a1eg0019wuf6fkbym13q,cm3p04vhy0007nk9sco2nqv89,1,7,1,active,1732569944154,1732569944154
cm3xjest7021o14nfuswk1iwx,cm3usnfeo0003nh0mufexcq0z,cm3rueztl0009nlfxo9zfpiap,cm3p03mwx0003nk9ssu3ae7rq,15,7,1,active,1732569944155,1732569944155
cm3xjest9021q14nf4x05ymmf,cm3usnfeo0003nh0mufexcq0z,cm3rux19l000lnlfxwhklvs5v,cm3p04lcz0006nk9swv8k2z0u,1,2,1,active,1732569944157,1732569944157
cm3xjesta021s14nf8m4118xn,cm3usnfeo0003nh0mufexcq0z,cm3rnwxk00007sl8zp95a1l87,cm3p03mwx0003nk9ssu3ae7rq,1,2,1,active,1732569944159,1732569944159
cm3xjestc021u14nfmfs5x5du,cm3usnfeo0003nh0mufexcq0z,cm3ruy60m000pnlfx331t8iqi,cm3p0452q0005nk9slxs3ereu,1,1,1,active,1732569944160,1732569944160
cm3xjeste021w14nf58b87sy8,cm3usnfeo0003nh0mufexcq0z,cm3s18c9s0025wuf6gntupn8v,cm3p06vln000bnk9s6xdfltab,1,1,1,active,1732569944162,1732569944162
cm3xjessx021c14nfsz3i93as,cm3usnfeo0003nh0mufexcq0z,cm3rud81x0007nlfx62otafdt,cm3p03mwx0003nk9ssu3ae7rq,1,6,1,active,1732569944145,1732569944145
cm3xjestf021y14nfecqglmdt,cm3usnfeo0003nh0mufexcq0z,cm3s0g2y0001dwuf6796tbpao,cm3p068ht0009nk9s280trn2b,1,1,1,active,1732569944164,1732569944164
cm3xjessz021e14nf9mgwsx8a,cm3usnfeo0003nh0mufexcq0z,cm3s147to001zwuf62izcazz8,cm3p05s6k0008nk9spkpqzxbq,1,6,1,active,1732569944148,1732569944148
cm3xjesti022214nfdznhyfp0,cm3usnfeo0003nh0mufexcq0z,cm3ruml7w000dnlfxczb5wb1h,cm3p0452q0005nk9slxs3ereu,1,2,1,active,1732569944167,1732569944167
cm3xjestk022414nf80z5ob1e,cm3usnfeo0003nh0mufexcq0z,cm3s23k6l002fwuf6w9360azj,cm3p06vln000bnk9s6xdfltab,1,2,1,active,1732569944168,1732569944168
cm3xjestl022614nfwfa0dae9,cm3usnfeo0003nh0mufexcq0z,cm3rx6sn00003wuf6kt6019hn,cm3p0bqus000dnk9s7cggt1yt,1,1,1,active,1732569944169,1732569944169
cm3xjestn022814nfy7oo84b3,cm3usnfeo0003nh0mufexcq0z,cm3ruaq0o0001nlfx5dq13hqg,cm3p03mwx0003nk9ssu3ae7rq,1,3,1,active,1732569944171,1732569944171
cm3xjesto022a14nfprpzktlz,cm3usnfeo0003nh0mufexcq0z,cm3rx8dw80005wuf670siax9d,cm3p0bqus000dnk9s7cggt1yt,1,2,1,active,1732569944172,1732569944172
cm3xjestq022c14nftrhobgia,cm3usnfeo0003nh0mufexcq0z,cm3s118my001rwuf6hu5jif8t,cm3p05s6k0008nk9spkpqzxbq,8,2,1,active,1732569944174,1732569944174
cm3xjesth022014nf2tg3ih9x,cm3usnfeo0003nh0mufexcq0z,cm3rx4r110001wuf6gv5mtiaq,cm3p04lcz0006nk9swv8k2z0u,1,3,1,active,1732569944165,1732569944165
cm3xjesso021014nf8k14mbkj,cm3usnfeo0003nh0mufexcq0z,cm3s02uh9000xwuf6gfwkem3n,cm3p04vhy0007nk9sco2nqv89,8,2,1,active,1732569944136,1732569944136
cm40huney000rp350pkk1v29p,cm3xgovoz00tb14nfmufoxe2y,cm3rxdfqo000bwuf68032sket,cm3p04vhy0007nk9sco2nqv89,6,1,1,active,1732748722954,1732748722954
cm40hunez000wp350bdzwqt57,cm3xgovoz00tb14nfmufoxe2y,cm3s18wz50027wuf60yhstmhq,cm3p06vln000bnk9s6xdfltab,1,4,1,active,1732748722956,1732748722956
cm40hunez000xp350gzjwj8j6,cm3xgovoz00tb14nfmufoxe2y,cm3rnwxk00007sl8zp95a1l87,cm3p03mwx0003nk9ssu3ae7rq,1,2,1,active,1732748722956,1732748722956
cm40hunf20013p350lbwkga84,cm3xgovoz00tb14nfmufoxe2y,cm3rubnce0003nlfxy17wcxsd,cm3p03mwx0003nk9ssu3ae7rq,1,5,1,active,1732748722958,1732748722958
cm40hunf30015p3508kwhezo9,cm3xgovoz00tb14nfmufoxe2y,cm3rud81x0007nlfx62otafdt,cm3p03mwx0003nk9ssu3ae7rq,1,6,1,active,1732748722960,1732748722960
cm40hunf10011p3505ct85gbq,cm3xgovoz00tb14nfmufoxe2y,cm3s111ud001nwuf6fyys1mvp,cm3p05s6k0008nk9spkpqzxbq,6,1,1,active,1732748722957,1732748722957
cm40hunez000tp350hgn0kn0s,cm3xgovoz00tb14nfmufoxe2y,cm3rui931000bnlfxmwmrsa03,cm3p0407x0004nk9sl32143wb,1,1,1,active,1732748722955,1732748722955
cm40hunfb001bp350bvpb9dvt,cm3xgovoz00tb14nfmufoxe2y,cm3s0a1eg0019wuf6fkbym13q,cm3p04vhy0007nk9sco2nqv89,1,7,1,active,1732748722967,1732748722967
cm40hunf50017p35022qm9lv7,cm3xgovoz00tb14nfmufoxe2y,cm3rueztl0009nlfxo9zfpiap,cm3p03mwx0003nk9ssu3ae7rq,5,7,1,active,1732748722961,1732748722961
cm40hunf80019p350lgbsxf8n,cm3xgovoz00tb14nfmufoxe2y,cm3s1a4ul0029wuf6c2ewk6gg,cm3p03mwx0003nk9ssu3ae7rq,1,8,0,active,1732748722964,1732748722964
cm40hunf0000zp350uhgk76x6,cm3xgovoz00tb14nfmufoxe2y,cm3s147to001zwuf62izcazz8,cm3p05s6k0008nk9spkpqzxbq,1,5,1,active,1732748722956,1732748722956
